issu,act,ctxt,key,summ,area,date
Electoral matters,,Council Question,71677,"Hon Cyd HO raised a question on ""Regulation of Conduct of Politically Appointed Officials"".  [<a href=""http://www.legco.gov.hk/yr10-11/chinese/counmtg/floor/cm0713-confirm-ec.pdf"" target=""_blank"">Hansard</a> ""page 59""]",Constitutional Affairs,13.7.11
Electoral matters,,Constitutional Affairs Panel,71678,"The Panel discussed the provisional recommendations on delineation of geographical constituencies in respect of the 2012 Legislative Council Election. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2200-e.pdf"" target=""_blank"">Public Consultation</a>] [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2381-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2381-2-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed the Proposed Guidelines on Election-related Activities in respect of the Election Committee Subsector Elections issued by EAC. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2199-e.pdf"" target=""_blank"">Proposed Guidelines</a>][<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2354-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2381-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed the practical arrangements for 2011 Election Committee Subsector Elections. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2354-2-e.pdf"" target=""_blank"">Paper</a>][<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2381-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,18.7.11
Electoral matters,,Press Release,71679,"In response to the views of the bills committee formed to study the LegCo (Amendment) Bill 2011 that the Administration should provide more time to consider Members' suggestions and listen further to the views of the public, the Administration published a consultation paper for conducting a two-month public consultation.  The public consultation ended on 24 September 2011.",Constitutional Affairs,22.7.11
Electoral matters,,Constitutional Affairs Panel,71680,"The Panel discussed the Proposed Guidelines on Election-related Activities in respect of the Chief Executive Election issued by EAC. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/cacb2-33-e.pdf"" target=""_blank"">Proposed Guidelines</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1017cb2-46-2-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1017cb2-46-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,17.10.11
Electoral matters,,Constitutional Affairs Panel,71681,"The Panel discussed the review of regulation on election advertisements. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1121cb2-308-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1121cb2-308-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,21.11.11
Electoral matters,,Council Question,71682,"Hon WONG Yuk-man raised a question on ""Voting Arrangements for Hospital In-patients and Elderly in Public Elections"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1123-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 49""]",Constitutional Affairs,23.11.11
Electoral matters,,Council Question,71683,"Hon Albert HO raised a question on ""Verification of Voter Registration Particulars"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1130-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 78""]",Constitutional Affairs,30.11.11
Electoral matters,,Council Question,71684,"Hon Albert HO raised a question on ""Vote-rigging in District Council Elections"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1214-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 100""]",Constitutional Affairs,14.12.11
Electoral matters,,Council Question,71685,"Hon Audrey EU raised a question on ""Verification of Addresses of Registered Electors for District Council Elections"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1214-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 136""]",Constitutional Affairs,14.12.11
Electoral matters,,Constitutional Affairs Panel,71686,"The Panel discussed the review of the voter registration system.  [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1219cb2-591-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1219cb2-605-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,19.12.11
Electoral matters,,Council Question,71687,"Hon Ronny TONG raised a question on ""Suspected Vote-rigging and Irregularities in 2011 Election Committee Subsector Elections"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1221-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 104""]",Constitutional Affairs,21.12.11
Electoral matters,,Council Motion,71688,"Hon KAM Nai-wai moved a motion on ""Improving the Voter Registration System to Rebuild People's Confidence in the Electoral System"" for debate in the Council.  The motion was passed. [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1221-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 262""][<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/motion/cm1221-m2-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,21.12.11
Electoral matters,,Constitutional Affairs Panel,71689,"The Panel discussed the practical arrangements for the fourth-term CE election. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0116cb2-806-1-e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0116cb2-806-2-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,16.1.12
Electoral matters,,Council Question,71690,"Hon KAM Nai-wai raised a question on ""Electoral Legitimacy of Former Mainland Officials in Hong Kong"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0118-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 32""]",Constitutional Affairs,18.1.12
Electoral matters,,Constitutional Affairs Panel,71691,"The Panel discussed the Administration's Consultation Report on Arrangements for Filling Vacancies in the Legislative Council.  The Administration wrote to the Bills Committee on 1 February 2012, advising that it would introduce a new Bill to implement the latest proposal, while the LegCo (Amendment) Bill 2011 would not be further pursued and would be withdrawn. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0131-crpt201201-e.pdf"" target=""_blank"">Consultation Report</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0131cb2-896-1-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,31.1.12
Electoral matters,,House Committee,71692,"The Administration introduced the Electoral Legislation (Miscellaneous Amendments) Bill 2012 into LegCo on 3 February 2012 to revise the regulation of election advertisements, make some necessary updates and modify arrangements for various elections.  The House Committee meeting on 10 February 2012, a bills committee was formed to study the Bill.
<br /><br />The Bills Committee held four meetings and reported its deliberations to the House Committee on 20 April 2012.  The Bills Committee made a report to the Council on 9 May 2012.  The Bill was passed by LegCo on the same date. 
[<a href=""http://www.legco.gov.hk/yr11-12/english/bc/bc55/general/bc55.htm"" target=""_blank"">Meeting schedules</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/hc/papers/hc0420cb2-1735-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,10.2.12
Electoral matters,,Constitutional Affairs Panel,71693,"The Panel discussed the Consultation Paper on Improvement Measures of the Voter Registration System.  [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0217-cppr20120116-e.pdf"" target=""_blank"">Consultation Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1219cb2-605-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,17.2.12
Electoral matters,,Constitutional Affairs Panel,71694,"The Panel discussed 2012 voter registration campaign.  [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0319cb2-1366-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0319cb2-1394-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed EAC Report on the 2011 District Council Election. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/cacb2-1267-e.pdf"" target=""_blank"">Report</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0319cb2-1366-2-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0319cb2-1394-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,19.3.12
Electoral matters,,House Committee,71695,"The Administration introduced the LegCo (Amendment) Bill 2012 into LegCo on 8 February 2012.  The Bills sought to introduce a restriction to prohibit a person who had resigned, or was taken to had resigned, as a Member of LegCo from standing for a by-election to be held in the same LegCo term within six months of his resignation.
<br /><br />
The Bills Committee held five meetings and reported to the House Committee on 20 April 2012.  The Bills Committee made a report to the Council on 2 May 2012.  The Bill was passed by LegCo on 1 June 2012. 
[<a href=""http://www.legco.gov.hk/yr11-12/english/bc/bc54/general/bc54.htm"" target=""_blank"">Meeting schedules</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/hc/papers/hc0413cb2-1647-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,13.4.12
Electoral matters,,Constitutional Affairs Panel,71696,"The Panel discussed the practical arrangements for the 2012 LegCo Election.  [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-1669-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-1679-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed the Proposed Guidelines on Election-related Activities in respect of the Legislative Council Election issued by EAC. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/cacb2-1556-e.pdf"" target=""_blank"">Proposed Guidelines</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-1669-2-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-1679-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,16.4.12
Electoral matters,,Council Question,71697,"Hon Audrey EU raised a question on ""Allegations Relating to Undue Influence of Representative Organ of Central People's Government"". [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0418-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 18""]",Constitutional Affairs,18.4.12
Electoral matters,,Constitutional Affairs Panel,71698,"The Panel discussed the voter turnout publicity campaign for the 2012 LegCo Election.  [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0521cb2-2035-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/sec/library/1112in27-e.pdf"" target=""_blank"">Information note prepared by the Secretariat</a>]",Constitutional Affairs,21.5.12
Electoral matters,,Council Question,71699,"Hon WONG Kwok-kin raised a question on ""Voter Registration for Hong Kong Permanent Residents Residing on the Mainland"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0530-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 93""]",Constitutional Affairs,30.5.12
Electoral matters,,Council Question,71700,"Hon Ronny TONG raised a question on ""Verification of Residential Addresses of Registered Electors"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0606-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 23""]",Constitutional Affairs,6.6.12
Electoral matters,,Council Question,71701,"Hon Alan LEONG raised a question on ""Elector Registration"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0606-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 85""]",Constitutional Affairs,6.6.12
Electoral matters,,Council Question,71702,"Hon CHEUNG Kwok-che raised a question on ""Civic Awareness Among Hong Kong People"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0627-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 112""]",Constitutional Affairs,27.6.12
Electoral matters,,Council Question,71703,"Hon Albert CHAN raised a question on ""Impersonation of Voters in Voting at 2012 Legislative Council Election"".  [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm1017-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 110""]",Constitutional Affairs,17.10.12
Electoral matters,,Council Question,71704,"Hon Albert CHAN raised a question on ""Voter Deregistration"".  [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm1031-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 116""]",Constitutional Affairs,31.10.12
Electoral matters,,Constitutional Affairs Panel,71705,"The Panel discussed EAC Report on the 2012 LegCo election. [<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca1217cb2-306-e.pdf"" target=""_blank"">Report</a>]
[<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca1217cb2-335-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca1217cb2-347-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,17.12.12
Electoral matters,,Constitutional Affairs Panel,71706,"The Panel discussed the abolition of District Council appointed seats.
[<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0121cb2-493-4-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0121cb2-493-5-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]",Constitutional Affairs,21.1.13
Electoral matters,,House Committee,71707,"The Administration introduced the District Councils (Amendment) Bill 2013 into LegCo on 20 February 2013, proposing amendments to the District Council Ordinance and other relevant subsidiary legislation with a view to abolishing the system of appointing members to DCs with effect from 1 January 2016, i.e. the commencement date of the fifth term of office of DCs.  The Bills Committee held three meetings and reported to the House Committee on 3 May 2013. The Bills Committee made a report to the Council on 15 May 2013. The Bill was passed by LegCo on 22 May 2013.  
[<a href=""http://www.legco.gov.hk/yr12-13/english/bc/bc52/general/bc52.htm"" target=""_blank"">Meeting schedules</a>] [<a href=""http://www.legco.gov.hk/yr12-13/english/hc/papers/hc0503cb2-1057-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,22.2.13
Electoral matters,,Constitutional Affairs Panel,71708,"The Panel discussed voter registration in 2013. [<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0318cb2-768-2-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0318cb2-782-7-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]",Constitutional Affairs,18.3.13
Electoral matters,,Council Question,71709,"Hon James TO raised a question on ""Chief Executive Election in 2017"". 
[<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm0327-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 7""]",Constitutional Affairs,27.3.13
Electoral matters,,Constitutional Affairs Panel,71710,"The Panel discussed the date for postponed or adjourned elections of District Councils, the Legislative Council and Village Representatives.  [<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0415cb2-938-3-e.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Panel discussed the election the Legislative Council : Election forums.  [<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0415cb2-938-4-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr12-13/english/sec/library/1213in17-e.pdf"" target=""_blank"">Information note prepared by the Secretariat</a>]",Constitutional Affairs,15.4.13
Electoral matters,,Constitutional Affairs Panel,71711,"The Panel discussed the review of the number of elected seats for the fifth-term District Councils. [<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0520cb2-1130-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0520cb2-1134-3-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]",Constitutional Affairs,20.5.13
Electoral matters,,Council Question,71712,"Hon SIN Chung-kai raised a question on ""Statistics Relating to Functional Constituencies"". [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm0529-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 111""]",Constitutional Affairs,29.5.13
Electoral matters,,Constitutional Affairs Panel,71713,"The Panel discussed 2013 provisional registers of electors and related matters. [<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0715cb2-1565-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0715cb2-1565-3-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]
<br /><br />The Panel also discussed the issues in relation to display of roadside publicity materials during a District Council by-election. [<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0715cb2-1565-4-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0715cb2-1565-5-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,15.7.13
Electoral matters,,Constitutional Affairs Panel,71714,"The Panel discussed the voter registration statutory deadlines and offences related to voter registration. [<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca1021cb2-66-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca1021cb2-66-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,21.10.13
Electoral matters,,Council Question,71715,"Dr Hon Kenneth CHAN raised a question on ""Proposed Swearing Requirement for Candidates for Chief Executive Election"".  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm1113-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 33""]",Constitutional Affairs,13.11.13
Electoral matters,,Constitutional Affairs Panel,71716,"The Panel discussed online system for checking voter registration particulars. 
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca0120cb2-669-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca0120cb2-698-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,20.1.14
Electoral matters,,Constitutional Affairs Panel,71717,"Th Panel discussed voter registration in 2014. [<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca0317cb2-1025-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca0317cb2-1028-3-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]",Constitutional Affairs,17.3.14
Electoral matters,,Constitutional Affairs Panel,71718,"The Panel discussed the conduct in contravention of the Elections (Corrupt and Illegal Conduct) Ordinance. [<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca0423cb2-1314-3-e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca0423cb2-1314-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,23.4.14
Electoral matters,,House Committee,71719,"The Administration introduced the Electoral Legislation (Miscellaneous Amendments) Bill 2014 into LegCo on 16 April 2014.  The Bills amends various pieces of electoral legislation to improve the elector and voter registration arrangements and the electoral procedures for the elections of the Chief Executive, Legislative Council, District Councils and the Rural Representative.
<br /><br />The Bills Committee held five meetings and reported to the House Committee on 20 June 2014.  The Bills Committee made a report to the Council on 2 July 2014.  The Bill was passed by LegCo on 10 July 2014. 
[<a href=""http://www.legco.gov.hk/yr13-14/english/bc/bc55/general/bc55.htm"">Meeting schedules</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/hc/papers/hc0613cb2-1868-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,2.5.14
Electoral matters,,Constitutional Affairs Panel,71720,"The Panel discussed the disqualification of candidates with unserved prison sentences and other related matters.  
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca0721cb2-2094-e.pdf"" target=""_blank"">Consultation Paper</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca0721cb2-2054-6-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca0721cb2-2054-7-e.pdf"" target=""_blank"">Information note prepared by the Secretariat</a>]",Constitutional Affairs,21.7.14
Electoral matters,,Constitutional Affairs Panel,71721,"The Panel discussed the disqualification of District Council Members and Rural Representatives with unserved prison sentences from holding office.  
[<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20141020cb2-68-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20141020cb2-68-2-e.pdf"" target=""_blank"">Information note prepared by the Secretariat</a>]
<br /><br />The Panel discussed 2014 voter registration figures. [<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20141020cb2-68-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20141020cb2-68-4-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]",Constitutional Affairs,20.10.14
Electoral matters,,Council Question,71722,"Hon Kenneth LEUNG raised a question on ""Opinion Polls on Constitutional Development"".  [<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20141022-translate-e.pdf#nameddest=wrq13"" target=""_blank"">Hansard</a> ""page 97""]",Constitutional Affairs,22.10.14
Electoral matters,,Council Question,71723,"Hon Emily LAU raised a question on ""Residential Requirement for Registered Electors"".  [<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20141105-translate-e.pdf#nameddest=wrq22"" target=""_blank"">Hansard</a> ""page 142""]",Constitutional Affairs,5.11.14
Electoral matters,,Constitutional Affairs Panel,71724,"The Panel discussed the consultation report on disqualification of candidates with unserved prison sentences and other related matters.  
[<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20141117cb2-267-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20141117cb2-267-4-e.pdf"" target=""_blank"">Background prepared by the Secretariat</a>]",Constitutional Affairs,17.11.14
Electoral matters,,Council Question,71725,"Hon Alan LEONG raised a question on ""Eligible Electors in Hong Kong"".  [<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20141126-translate-e.pdf#nameddest=wrq22"" target=""_blank"">Hansard</a> ""page 135""]",Constitutional Affairs,26.11.14
Electoral matters,,Constitutional Affairs Panel,71726,"The Panel discussed 2015 voter registration campaign. [<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20141215cb2-435-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20141215cb2-435-4-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]",Constitutional Affairs,15.12.14
Electoral matters,,Council Question,71727,"Hon Alan LEONG raised a question on ""Statistics on Registered Electors"".  
[<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20150107-translate-e.pdf#nameddest=wrq11"" target=""_blank"">Hansard</a> ""page 90""]",Constitutional Affairs,7.1.15
Electoral matters,,Constitutional Affairs Panel,71728,"The Panel discussed the review on the subsidy rate of the financial assistance for candidates and the election expenses limit for the 2015 District Council Election. [<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20150216cb2-823-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20150216cb2-823-4-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]",Constitutional Affairs,16.2.15
Electoral matters,,House Committee,71729,"On 24 February 2015, the Chief Executive in Council made the District Councils Ordinance (Amendment of Schedule 7) Order 2015 in accordance with section 82 of the District Councils Ordinance (Cap. 547) to increase the subsidy rate of the financial assistance scheme for candidates of District Council elections; and also the Maximum Amount of Election Expenses (District Council Election) (Amendment) Regulation 2015 under section 45 of the Elections (Corrupt and Illegal Conduct) Ordinance (Cap. 554) to increase the election expenses limit for District Council elections. The two pieces of subsidiary legislation were gazetted on 6 March 2015 and tabled at LegCo on 18 March 2015 for negative vetting.  The House Committee agreed to form a subcommittee to study the Order and the Amendment Regulation. The Subcommittee held a meeting with the Administration and received views from the public on 9 April 2015.  The Subcommittee reported its deliberations to the House Committee on 24 April 2015.
[<a href=""http://www.legco.gov.hk/yr14-15/english/hc/sub_leg/sc55/general/sc55.htm"" target=""_blank"">Meeting schedule</a>] 
[<a href=""http://www.legco.gov.hk/yr14-15/english/hc/papers/hc20150424cb2-1308-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,13.3.15
Electoral matters,,Constitutional Affairs Panel,71730,"The Panel discussed the legislative amendments regarding the 2016 Legislative Council Election. [<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20150316cb2-995-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20150316cb2-995-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,16.3.15
Electoral matters,,Constitutional Affairs Panel,71731,"The Panel discussed the operation of the Elections (Corrupt and Illegal Conduct) Ordinance. [<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20150420cb2-1240-5-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr14-15/english/panels/ca/papers/ca20150420cb2-1240-6-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,20.4.15
Electoral matters,,House Committee,71732,"The Administration introduced the Electoral Legislation (Miscellaneous Amendments) Bill 2015 into LegCo on 22 April 2015.  The Bill amends certain pieces of electoral legislation to introduce technical amendments concerning the lists of persons comprising certain functional constituencies (""FCs""), the name of a FC and a subsector, the list of constituents of a subsector, the registration of voters for a subsector and the counting procedure for a FC; and to make other minor amendments. The Bills Committee held four meetings and reported to the House Committee on 19 June 2015. The Bills Committee made a report to the Council on 8 July 2015. The Bill was passed by LegCo on 13 July 2015.  
[<a href=""http://www.legco.gov.hk/yr14-15/english/bc/bc53/general/bc53.htm"">Meeting schedules</a>]
[<a href=""http://www.legco.gov.hk/yr14-15/english/hc/papers/hc20150619cb2-1795-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,24.4.15
